Protein	Beg	End	Reference
LOC101750553	1152329	1152846	chr28
LOC100858505	1168083	1164331	chr28
LOC101750616	1174544	1169565	chr28
AES	1179353	1174651	chr28
GNA11	1195931	1202581	chr28
LOC100858579	1209568	1206151	chr28
CTSG	1211902	1209823	chr28
S1PR4	1214834	1217711	chr28
NCLN	1218149	1226818	chr28
LOC771551	1229963	1232620	chr28
BRUNOL5	1240880	1265054	chr28
HSD11B1L	1271107	1266179	chr28
LOC100858091	1270870	1273813	chr28
SAFB	1289060	1274453	chr28
SAFB2	1289169	1302974	chr28
MIR1774	1299723	1299801	chr28
MPND	1308195	1302764	chr28
ZBTB7A	1414181	1415394	chr28
LOC100858761	1422177	1419794	chr28
PIAS4	1434501	1423248	chr28
EEF2	1439404	1446530	chr28
MIR1434	1442291	1442367	chr28
DAPK3	1447847	1452623	chr28
LOC100858798	1458554	1455195	chr28
ATCAY	1478810	1464953	chr28
FUT5	1497037	1503002	chr28
LOC101752135	1505773	1503884	chr28
NRTN	1532357	1505851	chr28
DUS3L	1546913	1554720	chr28
LOC769559	1556193	1557609	chr28
LOC420093	1560972	1558021	chr28
RFX2	1617073	1562257	chr28
ACSBG2	1630487	1646761	chr28
MLLT1	1678247	1647177	chr28
LOC101747775	1680429	1690796	chr28
ACER1	1700919	1690934	chr28
ANP32B	1712047	1720859	chr28
ZNF414	1728048	1720707	chr28
MYO1F	1742502	1729377	chr28
ADAMTS10	1791657	1743775	chr28
ZAP70	1796259	1817539	chr28
LOC101748229	1826531	1839557	chr28
ACTL9	1848492	1846865	chr28
MUC16	1861916	1851683	chr28
LOC101750370	1877760	1882394	chr28
LOC100859850	1894152	1896857	chr28
LINGO3	1904816	1921290	chr28
LOC428323	1923622	1927736	chr28
OAZ1	1932505	1930938	chr28
LOC101747707	1953108	1956958	chr28
AMH	1960825	1956622	chr28
SF3A2	1966197	1962063	chr28
PLEKHJ1	1967285	1973793	chr28
DOT1L	2026818	1973975	chr28
AP3D1	2034796	2061870	chr28
LOC100857182	2063482	2067572	chr28
MKNK2	2070420	2077568	chr28
BTBD2	2090686	2094586	chr28
LOC100857862	2119992	2098338	chr28
SCAMP4	2128856	2121732	chr28
LOC431047	2152506	2132013	chr28
LOC426626	2158911	2166150	chr28
FAM108A1	2168579	2173955	chr28
MIR211	2175845	2175918	chr28
REXO1	2177989	2209311	chr28
MIR1647	2209424	2209530	chr28
ATP8B3	2211179	2227363	chr28
ONECUT1	2250901	2232051	chr28
TCF3	2315136	2365833	chr28
UQCR11	2372740	2374643	chr28
MBD3	2378593	2393478	chr28
MEX3D	2401311	2405835	chr28
MIER2	2423327	2408618	chr28
SH3GL1	2452090	2427355	chr28
CHAF1A	2453170	2467668	chr28
UBXN6	2473008	2468672	chr28
LOC772302	2475485	2486213	chr28
LOC100857433	2489496	2486885	chr28
LRG1	2492799	2489806	chr28
LOC100858066	2494993	2493469	chr28
SEMA6B	2504319	2495364	chr28
ANKRD24	2545284	2537068	chr28
SIRT6	2545372	2551347	chr28
CREB3L3	2556153	2551808	chr28
MAP2K2	2557283	2565580	chr28
C2CD4C	2576775	2573671	chr28
SHC2	2585545	2580561	chr28
LOC428335	2590023	2598928	chr28
MADCAM1	2603535	2606961	chr28
TPGS1	2607027	2609228	chr28
CDC34	2609535	2614805	chr28
BSG	2617550	2628564	chr28
HCN2	2630916	2643419	chr28
POLRMT	2658443	2643913	chr28
FGF22	2659003	2662597	chr28
RNF126	2670781	2665260	chr28
LOC101750199	2673608	2687720	chr28
C28H19ORF21	2688280	2694591	chr28
LOC101750583	2700208	2695613	chr28
LOC101750671	2715312	2700227	chr28
PTBP1	2715421	2743942	chr28
LOC100858410	2749659	2747026	chr28
CFD	2750685	2753071	chr28
ARID3A	2770940	2791815	chr28
LOC101750993	2777808	2780124	chr28
WDR18	2792876	2804408	chr28
GRIN3B	2806107	2812130	chr28
C19ORF6	2822480	2812369	chr28
ABCA7	2835051	2822975	chr28
CNN2	2837918	2835886	chr28
HMHA1	2841255	2853585	chr28
POLR2E	2856269	2853875	chr28
GPX4	2856452	2862047	chr28
SBNO2	2911640	2859664	chr28
STK11	2916639	2949475	chr28
CIRBP	2971754	2974651	chr28
C28H19orf24	2983429	2983596	chr28
EFNA2	3009755	3032598	chr28
CAMK4L	3047598	3056263	chr28
MUM1	3056757	3063730	chr28
TRNAF-GAA	3064168	3064096	chr28
TRNAN-GUU	3064361	3064434	chr28
NDUFS7	3065081	3067585	chr28
GAMT	3070217	3068142	chr28
DAZAP1	3076366	3096480	chr28
RPS15	3098456	3099726	chr28
APC2	3100777	3113690	chr28
GZMM	3116038	3113534	chr28
MIR1777	3115010	3115104	chr28
LOC100858862	3117902	3116064	chr28
PCSK4	3117275	3126938	chr28
ADAMTSL5	3133315	3128596	chr28
LOC426398	3143425	3135633	chr28
SGTA	3143970	3152551	chr28
SLC39A3	3153488	3157686	chr28
LOC100858997	3160749	3161439	chr28
LOC429847	3188012	3203691	chr28
LOC101749890	3203803	3204459	chr28
LOC420107	3208304	3204810	chr28
GATAD2A	3254859	3231067	chr28
MAU2	3288498	3273392	chr28
SUGP1	3288848	3306583	chr28
TM6SF2	3307832	3311402	chr28
HAPLN4	3312752	3315926	chr28
NCAN	3324912	3316664	chr28
NR2C2AP	3334528	3337080	chr28
RFXANK	3342650	3337584	chr28
MEF2BNB	3342684	3350449	chr28
TMEM221	3356165	3349135	chr28
MEF2B	3358476	3368089	chr28
MIR1621	3375877	3375947	chr28
MIR1565	3377144	3377225	chr28
MIR9-1	3378847	3378934	chr28
TMEM161A	3401806	3405823	chr28
SLC25A42	3425638	3407772	chr28
ARMC6	3431939	3427164	chr28
SUGP2	3432342	3442873	chr28
HOMER3	3448336	3484823	chr28
DDX49	3495011	3489323	chr28
COPE	3495159	3499963	chr28
CERS1	3502179	3512634	chr28
GDF3	3514074	3516165	chr28
UPF1	3537552	3517880	chr28
LOC101747880	3538811	3544938	chr28
COMP	3556301	3571768	chr28
CRTC1	3613750	3574003	chr28
LOC101748347	3613913	3621707	chr28
KLHL26	3637551	3621796	chr28
TMEM59L	3650437	3642063	chr28
CRLF1	3650436	3654502	chr28
C28H19orf60	3656330	3654682	chr28
C19ORF50	3659556	3658476	chr28
FKBP8	3660483	3665804	chr28
ELL	3666403	3699984	chr28
LOC101748584	3699972	3714782	chr28
PGPEP1	3728236	3718870	chr28
LSM4	3728413	3735138	chr28
PDE4A	3747972	3753047	chr28
MPV17L2	3759378	3757829	chr28
IFI30	3762460	3760026	chr28
PIK3R2	3781149	3762592	chr28
MAST3	3800231	3781564	chr28
IL12RB1	3801023	3805613	chr28
ARRDC2	3816567	3810209	chr28
C28H19orf45	3821784	3817793	chr28
PEX11G	3821845	3823988	chr28
LOC425795	3825601	3828822	chr28
ARHGEF18	3874556	3834154	chr28
INSR	3915208	3879283	chr28
LOC101749910	3911267	3919986	chr28
USE1	3924954	3920735	chr28
MYO9B	3965412	3925544	chr28
LOC101750463	3926859	3925544	chr28
HAUS8	3965989	3972480	chr28
CPAMD8	3977750	4016476	chr28
F2RL3	4022414	4017810	chr28
SIN3B	4039727	4026868	chr28
LOC100857913	4040601	4046392	chr28
TMEM38A	4053420	4047185	chr28
C28H19ORF42	4053660	4055630	chr28
MED26	4058098	4073070	chr28
SLC35E1	4075464	4082021	chr28
CHERP	4084150	4095628	chr28
C19ORF44	4099899	4095096	chr28
CALR3	4100048	4103995	chr28
LOC101748807	4104915	4104066	chr28
EPS15L1	4107298	4141931	chr28
KLF2	4149429	4147551	chr28
LOC101751796	4149825	4153135	chr28
AP1M1	4180115	4172347	chr28
FAM32A	4181611	4180460	chr28
CIB3	4182036	4187193	chr28
RAB8A	4219504	4187044	chr28
LOC101752109	4290170	4238499	chr28
ZNRF4	4333793	4335093	chr28
LOC101752224	4370650	4368205	chr28
PTPRS	4410517	4497160	chr28
KDM4B	4591015	4514225	chr28
UHRF1	4604297	4594871	chr28
LOC420156	4614291	4623375	chr28
TICAM1	4625272	4627738	chr28
FEM1A	4634677	4630528	chr28
LOC101747855	4655468	4639211	chr28
MIR7-3	4641105	4641011	chr28
TRNAV-CAC	4671086	4671158	chr28
TRNAG-UCC	4671517	4671446	chr28
DPP9	4671828	4692168	chr28
LOC420160	4692970	4697069	chr28
C28H19ORF10	4697151	4701354	chr28
TNFAIP8L1	4709520	4703153	chr28
LOC101748230	4710922	4712262	chr28
MED16	4726762	4717658	chr28
R3HDM4	4733395	4728397	chr28
LOC101751474	19623	13069	chr28_random
PALM	16491	27049	chr28_random
LOC101751598	10533	12575	chr28_random
LOC101751703	1586	614	chr28_random
PRSSL1	32596	35077	chr28_random
FSTL3	45449	37160	chr28_random
LOC101749409	2551	1898	chrW
LOC101749480	3759	2485	chrW
LOC101749203	7600	3935	chrW
LOC101749548	8718	7500	chrW
UBAP2	19451	133902	chrW
LOC427134	223272	153755	chrW
LOC100859467	249292	336274	chrW
LOC769000	410976	345861	chrW
LOC776262	523546	509271	chrW
LOC101750036	538654	541990	chrW
LOC431003	719212	619416	chrW
LOC101750264	732841	733458	chrW
LOC100859602	808897	1195554	chrW
LOC100857579	258345	256811	chrW_random
HINTW	261098	259074	chrW_random
LOC100857806	565091	563718	chrW_random
LOC768814	1118570	1120294	chrW_random
LOC100857891	443335	442860	chrW_random
LOC427025	951579	1068269	chrW_random
WPG	1036513	1035925	chrW_random
SPINW	316054	418730	chrW_random
WIZ	672366	716057	chrW_random
RASAL3	708153	723051	chrW_random
AKAP8L	725552	733583	chrW_random
AKAP8	735531	743880	chrW_random
LOC374195	666068	600813	chrW_random
LOC101748209	620959	618675	chrW_random
LOC101748142	653398	641184	chrW_random
LOC101748350	869492	866909	chrW_random
ATP5A1W	143751	170780	chrW_random
LOC101748566	293751	292200	chrW_random
FAF	878456	878923	chrW_random
LOC768612	141070	875	chrZ
LOC101751951	142278	141092	chrZ
LOC101751186	142283	151023	chrZ
MIR1594	193844	193934	chrZ
LOC101751908	247437	252945	chrZ
LOC101751950	329950	325425	chrZ
ATP8B1	342471	365812	chrZ
NARS	367004	377724	chrZ
FECH	380954	391800	chrZ
ONECUT2	424502	408550	chrZ
ST8SIA3	439872	435849	chrZ
WDR7	592930	477166	chrZ
TXNL1	593098	607664	chrZ
NEDD4L	613201	742966	chrZ
LOC101747484	615970	613356	chrZ
MIR122-1	761054	761130	chrZ
ALPK2	807313	768082	chrZ
LOC426852	808239	841725	chrZ
LOC100857356	853144	892040	chrZ
SEC11C	899405	904533	chrZ
GRP	911940	916603	chrZ
RAX	923007	921298	chrZ
CPLX4	941837	928029	chrZ
LMAN1	962370	942874	chrZ
LOC101748371	985609	963281	chrZ
ACAA2	985735	998075	chrZ
LIPG	1069594	1062226	chrZ
RPL17L	1078176	1081526	chrZ
C18ORF32	1081452	1085282	chrZ
DYM	1086906	1234537	chrZ
SMAD7	1242360	1270480	chrZ
CTIF	1355316	1278212	chrZ
LOC101748786	1289426	1283580	chrZ
ZBTB7C	1429693	1495052	chrZ
SMAD2	1515759	1555720	chrZ
SKOR2	1720941	1743524	chrZ
LOC101749327	1749130	1743634	chrZ
IER3IP1	1754071	1755692	chrZ
HDHD2	1757596	1767009	chrZ
KATNAL2	1782237	1765770	chrZ
PIAS2	1785332	1812673	chrZ
ST8SIA5	1821762	1878653	chrZ
LOXHD1	1919112	2035408	chrZ
RNF165	2082878	2040633	chrZ
CZH18ORF25	2131070	2087384	chrZ
LOC101752110	2128960	2138980	chrZ
HAUS1	2148094	2139146	chrZ
ATP5A1	2151349	2159328	chrZ
PSTPIP2	2160795	2176172	chrZ
EPG5	2176843	2225704	chrZ
SIGLEC15	2233638	2228207	chrZ
SLC14A2	2289905	2248884	chrZ
LOC101751043	2298152	2316033	chrZ
SETBP1	2897510	2626863	chrZ
SYT4	3410667	3421967	chrZ
RIT2	3471955	3658208	chrZ
LOC100857848	3719488	3728951	chrZ
LOC101751354	3747412	3752151	chrZ
LOC101751392	3937369	3942001	chrZ
LOC101751428	3946245	3945043	chrZ
LOC101751471	3956757	3954471	chrZ
LOC101751542	3981009	3967740	chrZ
LOC101751505	3981010	3991786	chrZ
PIK3C3	4061576	3992162	chrZ
LOC101751575	4042127	4061599	chrZ
LOC101751865	4083763	4141829	chrZ
LOC101751909	4353642	4342383	chrZ
LOC101749944	5082647	5080128	chrZ
CELF4	6016384	6735968	chrZ
LOC100858543	6775292	6782753	chrZ
KIAA1328	6961626	6804906	chrZ
C18ORF10	6961871	6985868	chrZ
AQP7	7000306	6987457	chrZ
PINLYP	7024203	7020212	chrZ
AQP3	7068280	7054069	chrZ
NOL6	7146464	7113128	chrZ
UBE2R2	7163004	7214037	chrZ
LOC101751206	7163350	7166303	chrZ
LOC407092	7334154	7217637	chrZ
IFNB	7230966	7231577	chrZ
LOC100857947	7233779	7247062	chrZ
LOC100859032	7236291	7239427	chrZ
LOC100857744	7240082	7243399	chrZ
LOC100857403	7244018	7245253	chrZ
LOC100859414	7248646	7251039	chrZ
IFNA3	7254170	7254932	chrZ
LOC100858506	7257781	7258874	chrZ
LOC100858177	7260025	7266551	chrZ
LOC101751450	7263780	7265017	chrZ
LOC100858762	7267045	7272737	chrZ
LOC776018	7272830	7274029	chrZ
LOC768614	7280713	7281734	chrZ
DCAF12	7399809	7369272	chrZ
UBAP1	7402722	7434072	chrZ
LOC101752051	7436272	7435097	chrZ
KIF24	7472456	7437758	chrZ
NUDT2	7472535	7478996	chrZ
LOC427400	7496152	7480236	chrZ
LOC431653	7501455	7507398	chrZ
KIAA1161	7521964	7510218	chrZ
C9ORF24	7526847	7522617	chrZ
CZH9ORF25	7629668	7529738	chrZ
DNAI1	7629817	7763970	chrZ
ENHO	7765877	7764479	chrZ
C9ORF23	7770190	7768016	chrZ
DCTN3	7780532	7772957	chrZ
LOC100858693	7797499	7783981	chrZ
SIGMAR1	7802812	7800904	chrZ
GALT	7802900	7807227	chrZ
LOC101748183	7970594	7968732	chrZ
CNTFR	7993514	8162223	chrZ
IL11RA	8187479	8207970	chrZ
CCL19	8225626	8222679	chrZ
LOC100857191	8231919	8229238	chrZ
LOC101748453	8287022	8284889	chrZ
LOC101748544	8324011	8322023	chrZ
LOC101752313	8328216	8326089	chrZ
KIAA1045	8359973	8368484	chrZ
DNAJB5	8381814	8399977	chrZ
VCP	8421056	8399862	chrZ
FANCG	8433634	8422479	chrZ
PIGO	8450131	8434728	chrZ
STOML2	8456901	8451023	chrZ
FAM214B	8490942	8457023	chrZ
LOC100858799	8506555	8715876	chrZ
LOC431656	8730050	8805067	chrZ
RUSC2	8811008	8859328	chrZ
LOC100858919	8862119	8883723	chrZ
TROJAN	8889333	8883937	chrZ
LOC100858953	8898353	8891672	chrZ
TESK1	8906874	8915260	chrZ
CD72	8919172	8915576	chrZ
LOC768355	8920473	8923961	chrZ
CD72	8928092	8924959	chrZ
LOC100859051	8931249	8928691	chrZ
LOC100859284	8931276	8934135	chrZ
TMEM8B	8946562	8938601	chrZ
LOC101750393	8946723	8951084	chrZ
LOC100859112	8951302	8952392	chrZ
LOC100859308	8953961	8955644	chrZ
NPR2	8965798	8956215	chrZ
MSMP	8970444	8975114	chrZ
RGP1	8984687	8975202	chrZ
GBA2	8984939	8994812	chrZ
LOC431660	8995500	8996447	chrZ
LOC427416	9007940	9004228	chrZ
AVR2	9007947	9008996	chrZ
LOC769899	9010209	9012981	chrZ
AVD	9023591	9024771	chrZ
CREB3	9031506	9026520	chrZ
TLN1	9031786	9062780	chrZ
LOC101747316	9033528	9032808	chrZ
TPM2	9069670	9075227	chrZ
LOC101751591	9080108	9077632	chrZ
APH1A	9080424	9084896	chrZ
CA9	9095325	9085284	chrZ
MYO3AL	9142584	9113337	chrZ
CZH9ORF100	9141509	9155184	chrZ
MRPL17	9157672	9156645	chrZ
CCBE1	9247702	9158827	chrZ
LOC770077	9301620	9307448	chrZ
PDZD2	9506392	9311969	chrZ
GOLPH3	9556082	9523804	chrZ
MTMR12	9601330	9568133	chrZ
ZFR	9652153	9611102	chrZ
SUB1	9660188	9675193	chrZ
LOC101748116	9723416	9718046	chrZ
NPR3	9945594	9894399	chrZ
LOC101748162	9960958	9945725	chrZ
TARS	9961226	9975745	chrZ
ADAMTS12	10166373	9997016	chrZ
RXFP3	10173710	10176414	chrZ
SLC45A2	10204955	10190145	chrZ
AMACR	10227287	10206344	chrZ
C1QTNF3	10246429	10231118	chrZ
LOC100857183	10313125	10295523	chrZ
RAI14	10312687	10405557	chrZ
RAD1	10422354	10416731	chrZ
BRIX1	10422464	10426041	chrZ
DNAJC21	10426967	10442760	chrZ
AGXT2	10455544	10440899	chrZ
PRLR	10500913	10470115	chrZ
LOC101749179	10653522	10649385	chrZ
SPEF2	10653561	10723067	chrZ
IL7R	10746051	10759012	chrZ
CAPSL	10784822	10763712	chrZ
LMBRD2	10838397	10796193	chrZ
SKP2	10838496	10848948	chrZ
NADKD1	10882191	10849171	chrZ
RANBP3L	10925524	10885065	chrZ
LOC101749838	10950294	10949574	chrZ
SLC1A3	11029502	11093853	chrZ
LOC101750145	11165058	11123793	chrZ
LOC427439	11164916	11313640	chrZ
CZH5ORF42	11392364	11326613	chrZ
NUP155	11423676	11392457	chrZ
WDR70	11425210	11561095	chrZ
GDNF	11603178	11583347	chrZ
LOC101747589	11602075	11606476	chrZ
LOC101750686	11732542	11735583	chrZ
EGFLAM	11779386	11852844	chrZ
LIFR	11907282	11866359	chrZ
LOC101751301	11979932	11970372	chrZ
OSMR	12009102	12041356	chrZ
RICTOR	12121907	12041543	chrZ
FYB	12192609	12130955	chrZ
DAB2	12230053	12206089	chrZ
LOC101751700	12285941	12275663	chrZ
LOC101751739	12516274	12510334	chrZ
LOC101751812	12540221	12543523	chrZ
LOC101751782	12559557	12550337	chrZ
LOC101751864	12689906	12687029	chrZ
PTGER4	12698283	12708954	chrZ
TTC33	12750673	12713187	chrZ
PRKAA1	12772090	12752037	chrZ
RPL37	12779845	12777215	chrZ
LOC101752133	12779963	12782231	chrZ
C7	12796050	12816388	chrZ
C6	12849014	12824879	chrZ
LOC100857889	12970117	12876979	chrZ
LOC101752269	12965438	12957320	chrZ
OXCT1	13121466	13035170	chrZ
CZH5ORF51	13132443	13135526	chrZ
FBXO4	13135565	13145469	chrZ
GHR	13337396	13417519	chrZ
LRP1	13416707	13409085	chrZ
CCDC152	13429230	13447516	chrZ
SEPP1	13455542	13446828	chrZ
ZNF131	13470231	13487047	chrZ
NIM1	13504776	13512913	chrZ
HMGCS1	13524155	13514301	chrZ
CZH5ORF28	13568520	13555936	chrZ
CZH5ORF34	13580349	13568729	chrZ
PAIP1	13603071	13583099	chrZ
NNT	13605725	13649498	chrZ
FGF10	13891525	13833652	chrZ
LOC101748030	13950047	13956545	chrZ
LOC101748068	13994496	13992898	chrZ
MRPS30	14042616	14048157	chrZ
LOC101748136	14096484	14099285	chrZ
LOC101748184	14113811	14115605	chrZ
HCN1	14462768	14268068	chrZ
LOC101748305	14559674	14558036	chrZ
EMB	14620146	14595571	chrZ
LOC101748367	14632403	14635829	chrZ
PARP8	14658341	14765269	chrZ
ISL1	15003133	15014400	chrZ
LOC101748625	15017239	15019283	chrZ
LOC101748659	15515241	15494835	chrZ
ITGA1	15630610	15703309	chrZ
PELO	15637956	15640780	chrZ
ITGA2	15721119	15786584	chrZ
MOCS2	15798755	15790990	chrZ
LOC101748752	15799104	15795726	chrZ
LOC101748983	15829636	15828900	chrZ
FST	15931622	15937079	chrZ
NDUFS4	15962506	16009021	chrZ
ARL15	16273004	16058922	chrZ
LOC101747647	16270393	16275685	chrZ
HSPB3	16297296	16298642	chrZ
MIR1631	16311551	16311624	chrZ
SNX18	16311792	16330591	chrZ
LOC101749479	16348956	16355520	chrZ
LOC101749522	16358559	16355601	chrZ
LOC425372	16452966	16411815	chrZ
ESM1	16493616	16485644	chrZ
GZMK	16514022	16507936	chrZ
GZMA	16520919	16525113	chrZ
CDC20B	16564140	16529740	chrZ
GPX8	16554975	16558157	chrZ
MIR449	16561901	16561816	chrZ
MIR449B	16562059	16561966	chrZ
MIR449C	16563040	16562969	chrZ
MCIDAS	16588351	16586191	chrZ
CCNO	16590638	16589259	chrZ
DHX29	16618337	16591536	chrZ
SKIV2L2	16620338	16664826	chrZ
PPAP2A	16720030	16664710	chrZ
SLC38A9	16785020	16740649	chrZ
DDX4	16788591	16819236	chrZ
IL31RA	16839939	16878384	chrZ
IL6ST	16919656	16887033	chrZ
LOC770078	16919891	16927386	chrZ
ANKRD55	17002114	16948237	chrZ
LOC101750787	17190891	17227872	chrZ
MAP3K1	17264930	17321652	chrZ
CZH5ORF35	17323679	17329872	chrZ
MIER3	17357918	17335265	chrZ
GPBP1	17376660	17414252	chrZ
LOC101751369	17450675	17434998	chrZ
PLK2	17884318	17878351	chrZ
RAB3C	17930303	18073653	chrZ
PDE4D	18586291	18108738	chrZ
LOC101751613	18372924	18371037	chrZ
DEPDC1B	18733573	18714320	chrZ
MIR1584	18733802	18733866	chrZ
ELOVL7	18748262	18737020	chrZ
ERCC8	18829404	18790017	chrZ
NDUFAF2	18829508	18875787	chrZ
CZH5ORF43	18879459	18876469	chrZ
ZSWIM6	18953780	19065424	chrZ
LOC101747297	19279946	19279326	chrZ
KIF2A	19280024	19337231	chrZ
DIMT1	19347743	19339697	chrZ
LRRC70	19347589	19422174	chrZ
HTR1A	19854401	19853067	chrZ
LOC101747940	19911513	19883259	chrZ
RNF180	19911277	19986419	chrZ
RGS7BP	20013739	20048888	chrZ
SREK1IP1	20070660	20060031	chrZ
CWC27	20070773	20184007	chrZ
ADAMTS6	20383649	20224905	chrZ
LOC427161	20384026	20392312	chrZ
CENPK	20427063	20408535	chrZ
PPWD1	20429506	20444138	chrZ
TRIM23	20466362	20445162	chrZ
CZH5ORF44	20465635	20490107	chrZ
SGTB	20512644	20491978	chrZ
NLN	20512821	20561383	chrZ
LOC101749000	20587566	20578857	chrZ
ERBB2IP	20589400	20702525	chrZ
SREK1	20710785	20754187	chrZ
LOC101749460	20823891	20762524	chrZ
MAST4	20867236	21155521	chrZ
CD180	21166155	21157565	chrZ
LOC101750170	21189629	21191726	chrZ
LOC101750216	21224544	21228220	chrZ
LOC101750263	21252032	21262954	chrZ
LOC101747963	21461489	21459473	chrZ
PIK3R1	21459474	21519239	chrZ
LOC101750551	21563647	21575577	chrZ
SLC30A5	21744703	21765163	chrZ
CENPH	21769913	21776085	chrZ
MRPS36	21776179	21783429	chrZ
CDK7	21786488	21809245	chrZ
LOC101751040	21822675	21825862	chrZ
SERINC5	21828654	21871536	chrZ
THBS4	21912753	21874425	chrZ
MTX3	21917412	21927692	chrZ
CMYA5	22033034	21985224	chrZ
PAPD4	22073448	22034926	chrZ
LOC427180	22080470	22086004	chrZ
HOMER1	22100646	22193947	chrZ
JMY	22263507	22200429	chrZ
LOC101748033	22263416	22273264	chrZ
BHMT	22310803	22294868	chrZ
DMGDH	22310892	22356718	chrZ
ARSB	22361132	22428239	chrZ
LOC101752038	22452565	22562435	chrZ
LOC101751998	22529106	22531078	chrZ
LHFPL2	22561766	22576314	chrZ
LOC100858739	22574265	22578462	chrZ
LOC101748096	22576542	22578462	chrZ
SCAMP1	22618155	22581912	chrZ
LOC101752149	22628148	22633018	chrZ
LOC101752188	22648754	22637247	chrZ
AP3B1	22648912	22808249	chrZ
LOC101752221	22828848	22826543	chrZ
TBCA	22945443	22977979	chrZ
OTP	22998031	23003827	chrZ
WDR41	23042933	23064533	chrZ
PDE8B	23148089	23067201	chrZ
LOC101747572	23148458	23157176	chrZ
AGGF1	23191490	23170625	chrZ
CRHBP	23234518	23226052	chrZ
S100Z	23251358	23246476	chrZ
F2RL1	23281493	23272291	chrZ
F2R	23314114	23303943	chrZ
LOC100857549	23314239	23318367	chrZ
IQGAP2	23436545	23320469	chrZ
F2RL2	23350574	23353714	chrZ
SV2C	23548291	23446840	chrZ
POC5	23680090	23703175	chrZ
ANKDD1B	23727525	23703703	chrZ
POLK	23760491	23731166	chrZ
COL4A3BP	23763924	23839500	chrZ
MED18	23846058	23844423	chrZ
HMGCR	23880848	23867094	chrZ
ANKRD31	23891907	23945893	chrZ
GCNT4	23948268	23966482	chrZ
FAM169A	24023648	24059288	chrZ
NSA2	24065315	24061467	chrZ
GFM2	24065464	24083861	chrZ
HEXB	24100029	24084178	chrZ
ENC1	24127845	24140790	chrZ
LOC101750431	24163195	24173955	chrZ
LOC101750462	24176197	24183436	chrZ
LOC101750506	24266550	24237458	chrZ
LOC427201	24561209	24426272	chrZ
UTP15	24576550	24566933	chrZ
ANKRA2	24576663	24583686	chrZ
BTF3	24602145	24595610	chrZ
LOC101750669	24602199	24609656	chrZ
FOXD1	24613362	24615389	chrZ
LOC426155	24615916	24619364	chrZ
LOC101750848	24666057	24662416	chrZ
LOC101750946	24726985	24722444	chrZ
TMEM174	24760643	24756496	chrZ
TMEM171	24777326	24766546	chrZ
LOC101748165	24774211	24779255	chrZ
FCHO2	24881288	24786067	chrZ
TNPO1	24971208	24890314	chrZ
LOC101751521	24971352	24974895	chrZ
ZNF366	25040615	25074147	chrZ
LOC101751616	25090732	25102395	chrZ
PTCD2	25124923	25109165	chrZ
MRPS27	25125712	25172206	chrZ
MAP1B	25251593	25179808	chrZ
LOC100859235	25369429	25372937	chrZ
PGM5	25442185	25375350	chrZ
LOC100859258	25448222	25450935	chrZ
CBWD1	25573974	25555342	chrZ
DOCK8	25581043	25665213	chrZ
LOC101748473	25675049	25665301	chrZ
LOC101748808	25684784	25683929	chrZ
KANK1	25704768	25792870	chrZ
DMRT1	25808639	25810969	chrZ
DMRT3	25868002	25877454	chrZ
LOC101748910	25886345	25884873	chrZ
DMRT2	25902298	25905995	chrZ
LOC101749092	26035625	26032002	chrZ
LOC101749131	26038806	26035823	chrZ
LOC101749239	26104645	26108926	chrZ
SMARCA2	26195620	26294557	chrZ
LOC101749283	26384429	26377468	chrZ
VLDLR	26416455	26431162	chrZ
KCNV2	26455183	26471190	chrZ
KIAA0020	26512931	26488527	chrZ
RFX3	26655519	26524942	chrZ
LOC769359	26658296	26672758	chrZ
GLIS3	26869742	26708079	chrZ
SLC1A1	26924492	26984098	chrZ
LOC427353	26985131	26971716	chrZ
LOC101750037	27127049	27129372	chrZ
LOC100859072	27190239	27175822	chrZ
LOC101750127	27279977	27274322	chrZ
CDC37L1	27303464	27311471	chrZ
